#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
<ruby><rb>知</rb><rt>し</rt></ruby>る	"<ruby><rb>知</rb><rt>し</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to know</span>

<hr>

この<ruby><rb>歌</rb><rt>うた</rt></ruby><ruby><rb>知</rb><rt>し</rt></ruby>っていますか？<br>
Do you know this song.

"
<ruby><rb>短</rb><rt>みじか</rt></ruby>い	"<ruby><rb>短</rb><rt>みじか</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みじかい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) short</span>

<hr>

これは<ruby><rb>短</rb><rt>みじか</rt></ruby>すぎます。<br>
This is too short.

"
<ruby><rb>石</rb><rt>せっ</rt></ruby>けん	"<ruby><rb>石</rb><rt>せっ</rt></ruby>けん

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

せっけん<br>
<span style=""color:turquoise"">(<strong>n</strong>) soap</span>

<hr>

<ruby><rb>石</rb><rt>せっ</rt></ruby>けんで<ruby><rb>手</rb><rt>て</rt></ruby>を<ruby><rb>洗</rb><rt>あら</rt></ruby>いなさい。<br>
Wash your hands with soap.

"
<ruby><rb>砂糖</rb><rt>さとう</rt></ruby>	"<ruby><rb>砂糖</rb><rt>さとう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さとう<br>
<span style=""color:turquoise"">(<strong>n</strong>) sugar</span>

<hr>

<ruby><rb>次</rb><rt>つぎ</rt></ruby>、ボールに200グラムの<ruby><rb>水</rb><rt>みず</rt></ruby>と200グラムの<ruby><rb>砂糖</rb><rt>さとう</rt></ruby>を<ruby><rb>入</rb><rt>い</rt></ruby>れます。<br>
Next, put 200g of water and 200g of sugar in the bowl.

"
<ruby><rb>磨</rb><rt>みが</rt></ruby>く	"<ruby><rb>磨</rb><rt>みが</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みがく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to polish</span>

<hr>

もう<ruby><rb>歯</rb><rt>は</rt></ruby>を<ruby><rb>磨</rb><rt>みが</rt></ruby>いた。<br>
I brushed my teeth already.

"
<ruby><rb>私</rb><rt>わたし</rt></ruby>	"<ruby><rb>私</rb><rt>わたし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

わたし<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) I; me</span>

<hr>

それは<ruby><rb>私</rb><rt>わたし</rt></ruby>のです。<br>
That is mine.

"
<ruby><rb>秋</rb><rt>あき</rt></ruby>	"<ruby><rb>秋</rb><rt>あき</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あき<br>
<span style=""color:turquoise"">(<strong>n-t</strong>) autumn; fall</span>

<hr>

<ruby><rb>葉</rb><rt>は</rt></ruby>は<ruby><rb>秋</rb><rt>あき</rt></ruby>に<ruby><rb>黄色</rb><rt>きいろ</rt></ruby>くなる。<br>
Leaves turn yellow in the fall.

"
<ruby><rb>空</rb><rt>そら</rt></ruby>	"<ruby><rb>空</rb><rt>そら</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そら<br>
<span style=""color:turquoise"">(<strong>n</strong>) sky</span>

<hr>

<ruby><rb>空</rb><rt>そら</rt></ruby>は<ruby><rb>青</rb><rt>あお</rt></ruby>い。<br>
The sky is blue.

"
<ruby><rb>窓</rb><rt>まど</rt></ruby>	"<ruby><rb>窓</rb><rt>まど</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

まど<br>
<span style=""color:turquoise"">(<strong>n</strong>) window</span>

<hr>

<ruby><rb>暑</rb><rt>あつ</rt></ruby>いから<ruby><rb>窓</rb><rt>まど</rt></ruby>を<ruby><rb>開</rb><rt>あ</rt></ruby>けて。<br>
It's hot so open the window.

"
<ruby><rb>立</rb><rt>た</rt></ruby>つ	"<ruby><rb>立</rb><rt>た</rt></ruby>つ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たつ<br>
<span style=""color:turquoise"">(<strong>v5t,vi</strong>) to stand; to rise</span>

<hr>

<ruby><rb>立</rb><rt>た</rt></ruby>って<ruby><rb>下</rb><rt>くだ</rt></ruby>さい。<br>
Stand up, please.

"
<ruby><rb>立派</rb><rt>りっぱ</rt></ruby>	"<ruby><rb>立派</rb><rt>りっぱ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

りっぱ<br>
<span style=""color:turquoise"">(<strong>adj-na</strong>) splendid; fine</span>

<hr>

ジョンは<ruby><rb>優</rb><rt>やさ</rt></ruby>しくて<ruby><rb>立派</rb><rt>りっぱ</rt></ruby>な<ruby><rb>紳士</rb><rt>しんし</rt></ruby>です。<br>
John is a kind, fine gentleman.

"
<ruby><rb>答</rb><rt>こた</rt></ruby>える	"<ruby><rb>答</rb><rt>こた</rt></ruby>える

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こたえる<br>
<span style=""color:turquoise"">(<strong>v1,vi</strong>) to answer; to reply</span>

<hr>

<ruby><rb>数学</rb><rt>すうがく</rt></ruby>が<ruby><rb>得意</rb><rt>とくい</rt></ruby>ではないから<ruby><rb>質問</rb><rt>しつもん</rt></ruby>を<ruby><rb>答</rb><rt>こた</rt></ruby>えなかった。<br>
I'm not good at math so I didn't answer the question.

"
<ruby><rb>箱</rb><rt>はこ</rt></ruby>	"<ruby><rb>箱</rb><rt>はこ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はこ<br>
<span style=""color:turquoise"">(<strong>n</strong>) box; case; chest</span>

<hr>

<ruby><rb>箱</rb><rt>はこ</rt></ruby>を<ruby><rb>開</rb><rt>あ</rt></ruby>けて。<br>
Open the box.

"
<ruby><rb>箸</rb><rt>はし</rt></ruby>	"<ruby><rb>箸</rb><rt>はし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はし<br>
<span style=""color:turquoise"">(<strong>n</strong>) chopsticks</span>

<hr>

お<ruby><rb>箸</rb><rt>はし</rt></ruby>の<ruby><rb>使</rb><rt>つか</rt></ruby>い<ruby><rb>方</rb><rt>かた</rt></ruby>が<ruby><rb>分</rb><rt>わ</rt></ruby>かりません。<br>
I don't know how to use chopsticks.

"
<ruby><rb>紅茶</rb><rt>こうちゃ</rt></ruby>	"<ruby><rb>紅茶</rb><rt>こうちゃ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

こうちゃ<br>
<span style=""color:turquoise"">(<strong>n</strong>) black tea</span>

<hr>

<ruby><rb>紅茶</rb><rt>こうちゃ</rt></ruby>を<ruby><rb>一杯</rb><rt>いっぱい</rt></ruby><ruby><rb>飲</rb><rt>の</rt></ruby>みたい。<br>
I want to drink a cup of tea.

"
<ruby><rb>紙</rb><rt>かみ</rt></ruby>	"<ruby><rb>紙</rb><rt>かみ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かみ<br>
<span style=""color:turquoise"">(<strong>n</strong>) paper</span>

<hr>

ノート<ruby><rb>忘</rb><rt>わす</rt></ruby>れたから<ruby><rb>紙</rb><rt>かみ</rt></ruby>が<ruby><rb>一</rb><rt>いち</rt></ruby><ruby><rb>枚</rb><rt>まい</rt></ruby>ほしい。<br>
I forgot my notebook so I want a piece of paper.

"
<ruby><rb>細</rb><rt>ほそ</rt></ruby>い	"<ruby><rb>細</rb><rt>ほそ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ほそい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) thin; slender</span>

<hr>

<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>は<ruby><rb>細</rb><rt>ほそ</rt></ruby>いです。<br>
She is slender.

"
<ruby><rb>終</rb><rt>お</rt></ruby>わる	"<ruby><rb>終</rb><rt>お</rt></ruby>わる

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おわる<br>
<span style=""color:turquoise"">(<strong>v5r,vi,aux-v</strong>) to end; to finish</span>

<hr>

この<ruby><rb>質問</rb><rt>しつもん</rt></ruby>を<ruby><rb>答</rb><rt>こた</rt></ruby>えたら<ruby><rb>宿題</rb><rt>しゅくだい</rt></ruby>が<ruby><rb>終</rb><rt>お</rt></ruby>わります。<br>
My homework will be finished after I answer this question.

"
<ruby><rb>結婚</rb><rt>けっこん</rt></ruby>	"<ruby><rb>結婚</rb><rt>けっこん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

けっこん<br>
<span style=""color:turquoise"">(<strong>n,adj-no,vs</strong>) marriage</span>

<hr>

ジョンは<ruby><rb>去年</rb><rt>きょねん</rt></ruby><ruby><rb>結婚</rb><rt>けっこん</rt></ruby>しました。<br>
John got married last year.

"
<ruby><rb>結構</rb><rt>けっこう</rt></ruby>	"<ruby><rb>結構</rb><rt>けっこう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

けっこう<br>
<span style=""color:turquoise"">(<strong>expr,adj-na</strong>) no thank you | quite; fairly</span>

<hr>

<ruby><rb>水</rb><rt>みず</rt></ruby>だけで<ruby><rb>結構</rb><rt>けっこう</rt></ruby>です。<br>
I am fine with just water.

"
<ruby><rb>絵</rb><rt>え</rt></ruby>	"<ruby><rb>絵</rb><rt>え</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

え<br>
<span style=""color:turquoise"">(<strong>n,n-suf</strong>) picture; drawing; painting</span>

<hr>

<ruby><rb>絵</rb><rt>え</rt></ruby>を<ruby><rb>描</rb><rt>か</rt></ruby>くことは<ruby><rb>趣味</rb><rt>しゅみ</rt></ruby>です。<br>
Painting is my hobby.

"
<ruby><rb>綺麗</rb><rt>きれい</rt></ruby>	"<ruby><rb>綺麗</rb><rt>きれい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きれい<br>
<span style=""color:turquoise"">(<strong>adj-na</strong>) pretty; beautiful | clean; clear</span>

<hr>

<ruby><rb>掃除</rb><rt>そうじ</rt></ruby>したから<ruby><rb>部屋</rb><rt>へや</rt></ruby>が<ruby><rb>綺麗</rb><rt>きれい</rt></ruby>だよ。<br>
This room is clean because I cleaned it.

"
<ruby><rb>緑</rb><rt>みどり</rt></ruby>	"<ruby><rb>緑</rb><rt>みどり</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みどり<br>
<span style=""color:turquoise"">(<strong>adj-no,n</strong>) green</span>

<hr>

<ruby><rb>彼</rb><rt>かれ</rt></ruby>は<ruby><rb>緑</rb><rt>みどり</rt></ruby>が<ruby><rb>一番</rb><rt>いちばん</rt></ruby><ruby><rb>好</rb><rt>す</rt></ruby>きだ。<br>
He likes green the best.

"
<ruby><rb>締</rb><rt>し</rt></ruby>める	"<ruby><rb>締</rb><rt>し</rt></ruby>める

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しめる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to tie; to tighten</span>

<hr>

シートベルトをお<ruby><rb>締</rb><rt>し</rt></ruby>めください。<br>
Please fasten your seat belt.

"
<ruby><rb>練習</rb><rt>れんしゅう</rt></ruby>	"<ruby><rb>練習</rb><rt>れんしゅう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

れんしゅう<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) practice</span>

<hr>

<ruby><rb>来週</rb><rt>らいしゅう</rt></ruby>に<ruby><rb>試合</rb><rt>しあい</rt></ruby>があるので<ruby><rb>今週</rb><rt>こんしゅう</rt></ruby><ruby><rb>一所懸命</rb><rt>いっしょけんめい</rt></ruby>に<ruby><rb>練習</rb><rt>れんしゅう</rt></ruby>します。<br>
I have a game next week so I will practice hard this week.

"
<ruby><rb>縦</rb><rt>たて</rt></ruby>	"<ruby><rb>縦</rb><rt>たて</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たて<br>
<span style=""color:turquoise"">(<strong>n</strong>) the vertical; height</span>

<hr>

このカーペットの<ruby><rb>大</rb><rt>おお</rt></ruby>きさは<ruby><rb>縦</rb><rt>たて</rt></ruby>１２０センチ<ruby><rb>横</rb><rt>よこ</rt></ruby>１６０センチです。<br>
The size of the carpet is 120 by 160 centimeters.

"
<ruby><rb>置</rb><rt>お</rt></ruby>く	"<ruby><rb>置</rb><rt>お</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to put; to place</span>

<hr>

<ruby><rb>荷物</rb><rt>にもつ</rt></ruby>をベッドの<ruby><rb>隣</rb><rt>となり</rt></ruby>に<ruby><rb>置</rb><rt>お</rt></ruby>いて。<br>
Put your luggage next to the bed.

"
<ruby><rb>美味</rb><rt>おい</rt></ruby>しい	"<ruby><rb>美味</rb><rt>おい</rt></ruby>しい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おいしい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) delicious; tasty</span>

<hr>

とても<ruby><rb>美味</rb><rt>おい</rt></ruby>しいですよ。<br>
It's really good.

"
<ruby><rb>習</rb><rt>なら</rt></ruby>う	"<ruby><rb>習</rb><rt>なら</rt></ruby>う

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ならう<br>
<span style=""color:turquoise"">(<strong>v5u,vt</strong>) to learn</span>

<hr>

<ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>でひらがなもカタカナも<ruby><rb>習</rb><rt>なら</rt></ruby>う。<br>
We will learn both hiragana and katakana in class.

"
<ruby><rb>耳</rb><rt>みみ</rt></ruby>	"<ruby><rb>耳</rb><rt>みみ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みみ<br>
<span style=""color:turquoise"">(<strong>n</strong>) ear</span>

<hr>

コンサートがうるさすぎたから<ruby><rb>耳</rb><rt>みみ</rt></ruby>が<ruby><rb>痛</rb><rt>いた</rt></ruby>い。<br>
My ears hurt because the concert was loud.

"
<ruby><rb>聞</rb><rt>き</rt></ruby>く	"<ruby><rb>聞</rb><rt>き</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to hear; to listen | to ask</span>

<hr>

あの<ruby><rb>外国</rb><rt>がいこく</rt></ruby><ruby><rb>人</rb><rt>じん</rt></ruby>に<ruby><rb>出身</rb><rt>しゅっしん</rt></ruby>を<ruby><rb>聞</rb><rt>き</rt></ruby>きましょう。<br>
Let's that foreigner where they are from.

"
<ruby><rb>肉</rb><rt>にく</rt></ruby>	"<ruby><rb>肉</rb><rt>にく</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にく<br>
<span style=""color:turquoise"">(<strong>n</strong>) flesh | meat</span>

<hr>

この<ruby><rb>肉</rb><rt>にく</rt></ruby>は<ruby><rb>腐</rb><rt>くさ</rt></ruby>っている。<br>
This meat is spoiled.

"
<ruby><rb>背</rb><rt>せい</rt></ruby>	"<ruby><rb>背</rb><rt>せい</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

せい<br>
<span style=""color:turquoise"">(<strong>n</strong>) height</span>

<hr>

<ruby><rb>父</rb><rt>ちち</rt></ruby>の<ruby><rb>方</rb><rt>ほう</rt></ruby>が<ruby><rb>僕</rb><rt>ぼく</rt></ruby>より<ruby><rb>背</rb><rt>せ</rt></ruby>が<ruby><rb>高</rb><rt>たか</rt></ruby>いです。<br>
My father is taller than me.

"
<ruby><rb>脱</rb><rt>ぬ</rt></ruby>ぐ	"<ruby><rb>脱</rb><rt>ぬ</rt></ruby>ぐ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ぬぐ<br>
<span style=""color:turquoise"">(<strong>v5g,vt</strong>) to take off (clothes, shoes, etc.); to undress</span>

<hr>

コートを<ruby><rb>脱</rb><rt>ぬ</rt></ruby>ぎますか？<br>
Will you take off your coat?

"
<ruby><rb>自分</rb><rt>じぶん</rt></ruby>	"<ruby><rb>自分</rb><rt>じぶん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じぶん<br>
<span style=""color:turquoise"">(<strong>pn,adj-no</strong>) myself; oneself</span>

<hr>

<ruby><rb>娘</rb><rt>むすめ</rt></ruby>がもう20<ruby><rb>歳</rb><rt>さい</rt></ruby>になったので、<ruby><rb>自分</rb><rt>じぶん</rt></ruby>で<ruby><rb>車</rb><rt>くるま</rt></ruby>を<ruby><rb>買</rb><rt>か</rt></ruby>うと<ruby><rb>言</rb><rt>い</rt></ruby>った。<br>
My daughter said she would buy the car herself because she is already 20 years old.

"
<ruby><rb>自動車</rb><rt>じどうしゃ</rt></ruby>	"<ruby><rb>自動車</rb><rt>じどうしゃ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じどうしゃ<br>
<span style=""color:turquoise"">(<strong>n</strong>) automobile</span>

<hr>

<ruby><rb>自動車</rb><rt>じどうしゃ</rt></ruby>を<ruby><rb>運転</rb><rt>うんてん</rt></ruby>して<ruby><rb>仕事</rb><rt>しごと</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>く。<br>
I drive my car and go to work.

"
<ruby><rb>自転車</rb><rt>じてんしゃ</rt></ruby>	"<ruby><rb>自転車</rb><rt>じてんしゃ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じてんしゃ<br>
<span style=""color:turquoise"">(<strong>n</strong>) bicycle</span>

<hr>

<ruby><rb>自転車</rb><rt>じてんしゃ</rt></ruby>に<ruby><rb>乗</rb><rt>の</rt></ruby>って<ruby><rb>学校</rb><rt>がっこう</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ます。<br>
I ride my bike and come to school.

"
<ruby><rb>良</rb><rt>い、よ</rt></ruby>い	"<ruby><rb>良</rb><rt>い、よ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いい、よい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) good</span>

<hr>

<ruby><rb>試験</rb><rt>しけん</rt></ruby>に<ruby><rb>受</rb><rt>う</rt></ruby>かって<ruby><rb>良</rb><rt>よ</rt></ruby>かったですね。<br>
It was good that you passed the test.

"
<ruby><rb>色</rb><rt>いろ</rt></ruby>	"<ruby><rb>色</rb><rt>いろ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いろ<br>
<span style=""color:turquoise"">(<strong>n</strong>) color</span>

<hr>

<ruby><rb>好</rb><rt>す</rt></ruby>きな<ruby><rb>色</rb><rt>いろ</rt></ruby>は<ruby><rb>何色</rb><rt>なにいろ</rt></ruby>ですか？<br>
What's your favorite color?

"
<ruby><rb>色々</rb><rt>いろいろ</rt></ruby>	"<ruby><rb>色々</rb><rt>いろいろ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いろいろ<br>
<span style=""color:turquoise"">(<strong>adj-na,adj-no,adv,adv-to,n</strong>) various</span>

<hr>

あの<ruby><rb>喫茶店</rb><rt>きっさてん</rt></ruby>に<ruby><rb>色々</rb><rt>いろいろ</rt></ruby>なコーヒーがあります。<br>
There are various kinds of coffee at that coffee shop.

"
<ruby><rb>花</rb><rt>はな</rt></ruby>	"<ruby><rb>花</rb><rt>はな</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はな<br>
<span style=""color:turquoise"">(<strong>n</strong>) flower</span>

<hr>

<ruby><rb>母</rb><rt>はは</rt></ruby>の<ruby><rb>日</rb><rt>ひ</rt></ruby>に<ruby><rb>母</rb><rt>はは</rt></ruby>に<ruby><rb>花</rb><rt>はな</rt></ruby>をあげるつもりです。<br>
I intend to give flowers to my mother on Mother's Day.

"
<ruby><rb>花瓶</rb><rt>かびん</rt></ruby>	"<ruby><rb>花瓶</rb><rt>かびん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かびん<br>
<span style=""color:turquoise"">(<strong>n</strong>) (flower) vase</span>

<hr>

<ruby><rb>花</rb><rt>はな</rt></ruby>を<ruby><rb>赤</rb><rt>あか</rt></ruby>い<ruby><rb>花瓶</rb><rt>かびん</rt></ruby>に<ruby><rb>入</rb><rt>い</rt></ruby>れてください。<br>
Please put the flowers in the red vase.

"
<ruby><rb>若</rb><rt>わか</rt></ruby>い	"<ruby><rb>若</rb><rt>わか</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

わかい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) young; youthful</span>

<hr>

<ruby><rb>若</rb><rt>わか</rt></ruby>いから<ruby><rb>何</rb><rt>なん</rt></ruby>でもすぐ<ruby><rb>習</rb><rt>なら</rt></ruby>ってくるよね。<br>
You learn anything quickly because you're young.

"
<ruby><rb>英語</rb><rt>えいご</rt></ruby>	"<ruby><rb>英語</rb><rt>えいご</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

えいご<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) English</span>

<hr>

<ruby><rb>英語</rb><rt>えいご</rt></ruby>が<ruby><rb>話</rb><rt>はな</rt></ruby>せますか？<br>
Can you speak English?

"
<ruby><rb>茶</rb><rt>ちゃ</rt></ruby>わん	"<ruby><rb>茶</rb><rt>ちゃ</rt></ruby>わん

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちゃわん<br>
<span style=""color:turquoise"">(<strong>n</strong>) rice bowl</span>

<hr>

もうちょっと<ruby><rb>食</rb><rt>た</rt></ruby>べたいからご<ruby><rb>飯</rb><rt>はん</rt></ruby>を<ruby><rb>茶わん</rb><rt>ちゃわん</rt></ruby>に<ruby><rb>入</rb><rt>い</rt></ruby>れてもいいですか？<br>
I want to eat a little more so may I put rice in my rice bowl?

"
<ruby><rb>茶色</rb><rt>ちゃいろ</rt></ruby>	"<ruby><rb>茶色</rb><rt>ちゃいろ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちゃいろ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) brown</span>

<hr>

<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>の<ruby><rb>目</rb><rt>め</rt></ruby>が<ruby><rb>茶色</rb><rt>ちゃいろ</rt></ruby>です。<br>
Her eyes are brown.

"
<ruby><rb>荷物</rb><rt>にもつ</rt></ruby>	"<ruby><rb>荷物</rb><rt>にもつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にもつ<br>
<span style=""color:turquoise"">(<strong>n</strong>) luggage; package</span>

<hr>

<ruby><rb>荷物</rb><rt>にもつ</rt></ruby>が3つあります。<br>
I have three pieces of baggage.

"
<ruby><rb>葉書</rb><rt>はがき</rt></ruby>	"<ruby><rb>葉書</rb><rt>はがき</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はがき<br>
<span style=""color:turquoise"">(<strong>n</strong>) postcard</span>

<hr>

ポストに<ruby><rb>葉書</rb><rt>はがき</rt></ruby>を<ruby><rb>入</rb><rt>い</rt></ruby>れました。<br>
I put the postcard in the mailbox.

"
<ruby><rb>薄</rb><rt>うす</rt></ruby>い	"<ruby><rb>薄</rb><rt>うす</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

うすい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) thin | weak (taste, etc.)</span>

<hr>

この<ruby><rb>薄</rb><rt>うす</rt></ruby>い<ruby><rb>本</rb><rt>ほん</rt></ruby>は<ruby><rb>私</rb><rt>わたし</rt></ruby>のです。<br>
This thin book is mine.

"
<ruby><rb>薬</rb><rt>くすり</rt></ruby>	"<ruby><rb>薬</rb><rt>くすり</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

くすり<br>
<span style=""color:turquoise"">(<strong>n</strong>) medicine; pharmaceuticals</span>

<hr>

アレルギーの<ruby><rb>薬</rb><rt>くすり</rt></ruby>を<ruby><rb>飲</rb><rt>の</rt></ruby>んだ。<br>
I took allergy medicine.

"
<ruby><rb>行</rb><rt>い</rt></ruby>く	"<ruby><rb>行</rb><rt>い</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いく<br>
<span style=""color:turquoise"">(<strong>v5k-s,vi</strong>) to go; to head (towards)</span>

<hr>

<ruby><rb>何</rb><rt>なん</rt></ruby><ruby><rb>時</rb><rt>じ</rt></ruby>に<ruby><rb>学校</rb><rt>がっこう</rt></ruby>に<ruby><rb>行</rb><rt>い</rt></ruby>くの？<br>
What time will you go to school?

"
<ruby><rb>被</rb><rt>かぶ</rt></ruby>る	"<ruby><rb>被</rb><rt>かぶ</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かぶる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to wear (on one's head)</span>

<hr>

<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>は<ruby><rb>帽子</rb><rt>ぼうし</rt></ruby>を<ruby><rb>被</rb><rt>かぶ</rt></ruby>っていた。<br>
She was wearing a hat.

"
<ruby><rb>西</rb><rt>にし</rt></ruby>	"<ruby><rb>西</rb><rt>にし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にし<br>
<span style=""color:turquoise"">(<strong>n</strong>) west</span>

<hr>

<ruby><rb>日</rb><rt>ひ</rt></ruby>は<ruby><rb>西</rb><rt>にし</rt></ruby>に<ruby><rb>沈</rb><rt>しず</rt></ruby>む。<br>
The sun sets in the west.

"
<ruby><rb>要</rb><rt>い</rt></ruby>る	"<ruby><rb>要</rb><rt>い</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to be needed; to be wanted</span>

<hr>

<ruby><rb>道</rb><rt>みち</rt></ruby>が<ruby><rb>分</rb><rt>わ</rt></ruby>からないので、<ruby><rb>地図</rb><rt>ちず</rt></ruby>が<ruby><rb>要</rb><rt>い</rt></ruby>ります。<br>
I need a map because I don't know the way.

"
